source_name,source_link,event_id,event_date,event_title,event_description,location_description,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,max_rainfall_7d,elevation_m,slope_deg,location_accuracy_km,is_rain_triggered,landslide_size_encoded,FAOSOIL,DOMSOI
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-07/guwahati/32577108_1_arunachal-district-landslides-arunachal-pradesh,4446,2012-07-05 00:00:00,"Tuting, Upper Siang , Arunachal Pradesh",Tuting in Upper Siang district of Arunachal Pradesh is cut off from the rest of the country following massive landslides triggered by torrential rain over the past couple of days.,"Tuting, Upper Siang , Arunachal Pradesh",landslide,downpour,large,unknown,0.0,0.0,India,IN,Arunachal Pradesh,0.0,Damnyain,52.64616,94.8885,28.9986,4.3,30.75,65.95,162.1,23.62,587.0,9.700569437024638,5.0,True,3.0,I-Af-Bd-2c,I
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road,4860,2013-05-11 00:00:00,"Boragaon, North Guwahati, Guwahati, Assam,","Landslides occurred in the Nursery area and Maligaon in Nilachal Hills, Sarania Hills and Boragaon on Saturday, alarming hill residents, whose number has crossed two lakh in Guwahati, said sources. Junu Chakraborty (50) was injured in the Nursery area after a wall of her house collapsed on Saturday morning. However, she is out of danger. There are no reports of injury from other parts of the city. A family miraculously escaped unhurt when earth fell on their house in the Sarania Hills.","Boragaon, North Guwahati, Guwahati, Assam,",landslide,rain,medium,unknown,0.0,0.0,India,IN,Assam,899094.0,Guwahati,10.70607,91.6906,26.1016,38.98,109.25,235.03,314.09,55.66,112.0,39.5106853976653,5.0,True,2.0,Ao77-2a,Ao
morungexpress,http://www.morungexpress.com/local/51540.html,2044,2010-07-06 00:00:00,"Kiphire,  Nagaland","Dimapur| July 12  : Yet another monsoon season in Nagaland and one has to batter bad roads.    This year’s monsoon has been the worse by far.  Most interior villagers of Mon, Tuensang and Kiphire are cut out from the rest of the state. With good roads beyond their dreams even on dry days, rainy days are a nightmare for the people. Journey to places like Mimi in Kiphire, Pangsha in Tuensang and parts of Mon and Peren can be made only on four wheel drive vehicles or on foot. Mud slides are common in almost all the highways leading to district headquarters. Exploitation of natural resources like boulders and deforestation is causing more landslides than before. The use of roads by all size vehicles has spoilt most of the soiled roads making it difficult for smaller vehicles to ply.","Kiphire,  Nagaland",mudslide,monsoon,medium,unknown,0.0,0.0,India,IN,Nagaland,29499.0,Zunheboto,28.37402,94.7861,25.8877,9.26,32.72,75.34,124.64,16.89,1166.0,7.440685346262844,5.0,True,2.0,Ao76-2/3c,Ao
www.upi.com,http://www.upi.com/Top_News/World-News/2013/05/09/Cyclonic-storms-kill-seven-in-India/UPI-39151368107292/,4848,2013-05-08 00:00:00,"Purba Simna, Tripura",A large landslide in western Tripura killed at least two people Wednesday night.,"Purba Simna, Tripura",landslide,rain,medium,unknown,1.0,0.0,India,IN,Tripura,20046.0,Khowai,13.61141,91.4663,24.0896,45.59,126.29,207.05,260.03,45.59,107.0,7.483527022769612,5.0,True,2.0,Bd61-2c,Bd
www.morungexpress.com,http://www.morungexpress.com/regional/104056.html,5552,2013-09-24 00:00:00,"Ukhrul, Manipur","Imphal, September 28 (NNN): The massive landslide that occurred in Ukhrul town has been cleared yesterday. The landslide had occurred at Police Bazar, also called Tangrei near Ukhrul police station. According to Kamphasom Tang chairman Alston T Shimrah and its secretary Khamung, the landslide that had given tremendous hardship to the people of the Ukhrul town in the last few days. The chairman and the secretary of Kamphasom Tang, Ukhrul have expressed their deep gratitude to Ukhrul deputy commissioner SK Chaurasoia, Ukhrul superintendent of police K Kabib, Ukhrul sub-divisional officer Worshang Hungyo, Officer commanding of 84 RCC/25 BRTF Asish Kumar, 2nd in command of the BRTF AK Mehra, Jr Engineer, 25 BRTF Swamy S and others for helping to clear the massive landslide yesterday. The Kamphasom Tang leaders also expressed their gratitude to RS Ngaranchui, the Ukhrul district representative of Lok Sabha MLA under whose supervision the slide was cleared.","Ukhrul, Manipur",landslide,unknown,medium,unknown,0.0,0.0,India,IN,Manipur,223523.0,Imphal,53.05172,94.3619,25.0985,0.3,0.56,1.4,69.36,0.37,1892.0,10.523133627119554,5.0,False,2.0,Bh16-2/3c,Bh
New Indian Express,http://www.newindianexpress.com/nation/Landslide-Kills-Three-in-Tripura/2014/08/15/article2381042.ece,6513,2014-08-14 23:00:00,Sabroom,"A woman and her two children were killed when a landslide buried their house in Tripura, police said here Friday.",Sabroom,mudslide,downpour,medium,unknown,3.0,0.0,India,IN,Tripura,6205.0,Sabrūm,1.52162,91.7174,23.0137,85.53,181.53,205.82,261.53,85.53,28.0,4.124319018386397,5.0,True,2.0,Af46-1/2a,Af
e-pao,http://www.e-pao.net/GP.asp?src=5..101010.oct10,2578,2010-10-09 00:00:00,"NH-39 in Karong area, Manipur",Landslide has also been reported at a spot near Khongnem village while there are at least three landslides at Karong area.,"NH-39 in Karong area, Manipur",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,40.0566,94.0462,25.3179,26.82,107.81,120.26,142.24,53.95,998.0,23.248847186308105,5.0,True,2.0,Ao76-2/3c,Ao
E-PAO,http://e-pao.net/GP.asp?src=11..220815.aug15,7727,2015-08-20 18:00:00,between Phesama and Kuima in Nagaland,The situation has been worsened as another huge landslide occurred at the same place on Thursday at around 6 pm.,between Phesama and Kuima in Nagaland,landslide,continuous_rain,medium,below_road,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,5.14863,94.1057,25.6263,8.68,20.24,33.33,110.24,8.68,1511.0,16.03432433908622,5.0,True,2.0,Ao76-2/3c,Ao
mizoramexpress.com,http://mizoramexpress.com/index.php/2010/09/landslide-hits-taithu-village-22-people-escape-death/,2436,2010-09-16 03:00:00,"Taithu village, Churanchandpur district, Mizoram, Manipur","Sep 16, 2010  Rengkai: Landslide struck Taithu village in Churachandpur district of Manipur at around 3.00 AM on Thursday morning and sources said at least 22 people were inside the two houses that were completely destroyed. The village lies in a landslide-prone area and has witnessed several land slips in the past.  Earlier, sources said that at least 22 people were missing in the disaster. However, by 4.15 AM village elders who took a roll call said: “Luckily, no one was hurt in the incident. But the houses of Pu Remvel and Pu Rama were completely destroyed.”  Later, it was learnt that some of the youths were still awake when the landslide struck and they managed to alert their friends. “All of them somehow jumped out safely…some through the windows…some through the doors,” the source said.","Taithu village, Churanchandpur district, Mizoram, Manipur",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Mizoram,3962.0,Darlawn,38.37584,93.125,24.3069,11.4,30.38,48.75,115.28,11.4,750.0,29.11681749159973,5.0,True,2.0,Bh16-2/3c,Bh
The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7265,2015-07-22 00:00:00,Willong-Yangkhullen stretch,Torrential rain in the last many days has created havoc in many places of Senapati district.  Reports collected from different areas of the district said that massive landslide along the newly christened National Highway-102/A (Maram Peren road) has totally cut off villages in Willong and Yangkhullen circle.,Willong-Yangkhullen stretch,landslide,continuous_rain,medium,above_road,0.0,0.0,India,IN,Manipur,92113.0,Kohima,23.04185,93.9854,25.5007,10.3,41.39,117.9,163.55,33.49,1429.0,19.350128854289956,5.0,True,2.0,Bh16-2/3c,Bh
E-PAO,http://www.e-pao.net/GP.asp?src=21..210810.aug10,2243,2010-08-13 00:00:00,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland","Kohima cut off in both directions on NH 39 ... Imphal, August 20 2010: Landslides have occurred near the Kohima Municipality Council (KMC) dumping ground and its vicinity since a week ago.  Fresh landslides occurred again today.  Over 400 Manipur bound trucks are still stranded in the area.","NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",landslide,downpour,medium,mine,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,5.6985,94.04619681,25.70223725,10.61,13.72,16.8,46.96,10.61,1013.0,9.356034364378676,5.0,True,2.0,Ao76-2/3c,Ao
Deccan Herald,http://www.deccanherald.com/content/432481/landslide-guwahati-shillong-highway.html,6292,2014-09-23 00:00:00,Hatsingimari,"A child was killed in a landslide in Dhubri district’s Hatsingimari, while one person was electrocuted in Guwahati where a body floating on river Bharalu was also recovered, state government officials said.",Hatsingimari,landslide,continuous_rain,small,unknown,1.0,0.0,India,IN,Assam,31091.0,Mankāchar,21.45798,89.9032,25.7238,13.14,178.28,279.82,387.34,90.9,33.0,14.316083944889312,5.0,True,1.0,Je38-2a,Je
hindustantimes,http://www.hindustantimes.com/Girl-dies-in-landslide-flash-flood-wrecks-havoc-in-Meghalaya/Article1-564450.aspx,2025,2010-06-28 00:00:00,"Police CID complex(?), Shillong, Meghalaya","A 14-year-old girl was killed and at least seven others were injured on Monday after heavy rains triggered a landslide in Shillong. Alicia Arengngma, daughter of a policeman, was buried when debris of a landslide following heavy rain blocked the ground floor of Meghalaya police's CID complex, police said. Some nearby houses were also damaged and rescue operations were on, official sources said.  The injured were admitted in a government hospital.  Incessant rain over the past couple of days has thrown normal life completely out of gear in the state.","Police CID complex(?), Shillong, Meghalaya",landslide,downpour,medium,unknown,1.0,0.0,India,IN,Meghalaya,132842.0,Shillong,0.46891,91.885,25.5728,49.93,121.2,150.53,237.4,49.93,1501.0,9.40412013238775,5.0,True,2.0,Ao74-2b,Ao
Two Circles,http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L,6107,2014-06-26 23:00:00,Bamunimaidam,"At least eight people, including three members of a family, were killed here due to landslides and flash floods triggered by incessant rain since Thursday night, officials said Friday. Four persons were killed due to landslides in two places while another four died due to electrocution in four different locations, the officials said. Another person remained missing after he was washed away by the surging waters of the Bharalu river. ""Three members of a family Kanak Barman (45), Pratima Barman (12) and Tulasi Barman (8) lost their lives in a landslide that took place Thursday night in Narakasur area,"" said Rajib Prakash Baruah, deputy commissioner in-charge of Kamrup (Metro) district. He said another woman died in Bamunimaidam area due to landslide. Baruah said Bhaskarjyoti Das (48), Dinesh Das (55), Prafulla Das (46) and Suren Bharali (57) died due to electrocution.",Bamunimaidam,landslide,continuous_rain,small,unknown,1.0,0.0,India,IN,Assam,899094.0,Guwahati,4.37969,91.7896,26.1844,14.23,20.69,180.1,290.92,52.32,61.0,4.818259994255743,5.0,True,1.0,Af48-2ab,Af
First Post,http://www.firstpost.com/india/two-dead-2-injured-landslide-arunachal-pradesh-school-remain-shut-heavy-rainfall-alert-2287954.html,6971,2015-06-09 00:00:00,"Itanagar, Arunachal Pradesh",Two people died while two others were seriously injured when their dwelling was hit by a landslide on Tuesday,"Itanagar, Arunachal Pradesh",landslide,continuous_rain,medium,above_road,2.0,2.0,India,IN,Arunachal Pradesh,44971.0,Itānagar,1.30114,93.816,27.0987,44.35,137.97,228.36,373.06,47.02,214.0,14.236549622926058,5.0,True,2.0,Be82-a,Be
e-pao.net,http://e-pao.net/GP.asp?src=6..111010.oct10,2569,2010-10-08 00:00:00,"Bungte Chiru village(?), Senapati district, Manipur","According to a delayed report reaching here atleast six houses have been damaged in landslides that occurred unexpectedly in the morning of October 8 at Bungte Chiru village under Saitu Assembly Constituency of Senapati district.  The report said that out of the six houses, one has been destroyed beyond redemption while the five others have been partially damaged.  Chief of Bungte Chiru village Rihangkha Thanglen said properties worth around Rs 5 lakhs have been destroyed in the landslides.","Bungte Chiru village(?), Senapati district, Manipur",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,45.24129,94.0212,25.2745,53.95,91.32,93.44,122.96,53.95,1070.0,13.95022570481308,5.0,True,2.0,Ao76-2/3c,Ao
sify.com,http://sify.com/news/500-tourists-stranded-in-Sikkim-due-to-landslides-news-National-kgca4ibdgfd.html,1929,2010-05-31 23:00:00,"North Sikkiim Highway, periphery of Gangtok, Sikkim East district","Over 500 tourists were stranded in the periphery of Gangtok since Monday night following multiple landslides triggered by heavy rainfall in Sikkim.  Sikkim Deputy Inspector General of Police S. Rao said the landslides occurred in the Sikkim East district around this capital town and famous tourist resort.  'Over 500 stranded tourists had to spend the night under open skies. More than 100 vehicles were also stranded as the North Sikkim Highway was blocked,' Rao said.  The Border Roads Organisation (BRO) personnel began clearing the highway and other roads in the morning and rescued the trapped tourists, who were then brought here.  The vehicles were then removed to Gangtok, Rao said.  The East Sikkim district has experienced 100 mm rain since Sunday.","North Sikkiim Highway, periphery of Gangtok, Sikkim East district",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Sikkim,30700.0,Gangtok,4.38314,88.6428,27.3543,4.53,9.04,21.88,85.33,7.34,2116.0,16.813128021329533,5.0,True,2.0,Bd32-2bc,Bd
Nagaland Post,http://www.nagalandpost.com/channelnews/State/StateNews.aspx?news=TkVXUzEwMDA4NDc2Mg%3D%3D,7660,2015-08-12 00:00:00,Phesama village,"Speaking to Nagaland Post after examining the soil at the mountain, senior geologist from Nagaland State Disaster Management Authority (NSDMA) home department, Kekhrie Zavi, said it was found that the soil contained a mixture of sand, clay and sticky mud type, which absorbed excess water and reduced soil’s grabbing capacity resulting in the continuous mudslide.",Phesama village,mudslide,continuous_rain,medium,below_road,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,5.65674,94.1136,25.6237,3.35,14.73,69.02,175.8,23.25,1604.0,33.42494578296137,5.0,True,2.0,Ao76-2/3c,Ao
sikkimnews.blogspot,http://sikkimnews.blogspot.com/2009/09/landslides-at-4th-mile-disrupts-traffic.html,1168,2009-09-17 00:00:00,"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.","A massive landslide that occurred in the morning of September 17 at 4th Mile has completely disrupted the traffic movement between Rongli, Rhenock and Rangpo in East Sikkim. The entire stretch has been washed away by the landslide creating trouble for the commuters.","4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",landslide,rain,medium,unknown,0.0,0.0,India,IN,Sikkim,4026.0,Rangpo,7.97646,88.6115,27.1954,4.39,10.49,13.42,69.31,6.1,471.0,7.161187087203872,5.0,True,2.0,Bd32-2bc,Bd
business-standard,http://www.business-standard.com/generalnews/news/landslides-block-several-roads-in-south-sikkim-district/57119/,4556,2012-09-16 00:00:00,"Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk","Landslides caused by heavy rainfall has blocked several roads in the South district of Sikkim, official sources said today. The road from Namchi to Phongla, Namchi to Melli and Namchi to Sumbuk were blocked due to landslides, as were the roads from Phongla to Bermiok and Phongla to Mamring.he road from Melli to Phongla and Melli to Sadam is also blocked while last night's downpour also affected road connectivity from Yangang to Ravangla, Yangang to Singtam and Yangang to Lingmoo.","Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Sikkim,1147.0,Namchi,0.52839,88.3651,27.1675,36.17,98.58,150.96,170.03,43.3,1509.0,20.42254604983192,5.0,True,2.0,Rd29-1a,Rd
e-pao.net,http://e-pao.net/GP.asp?src=6..111010.oct10,2570,2010-10-08 00:00:00,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur","On the other hand, landslides that occurred along the Langol foothill range following incessant rainfall during the last few days had affected residents of Tharon and Langol Tarung villages.  A team of Thangmeiband Assembly Constituency Development Forum (TACDF) Tribal Committee visited the affected sites to collect first hand report of the devastation and interacted with the affected families today.  Under the initiative of social worker Jyotin Waikhom, the Committee chairman Ajit Panmei handed over Rs 5000 to Amuba Golmei of Tharon village whose house was damaged by the landslide.  The team also visited the houses of Guanbilung Golmei, Dr Athui Gangmei and Chongpu Kom at Langol Tarung village, which have been partially damaged.","Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Manipur,223523.0,Imphal,4.5122,93.9128,24.837,76.95,132.5,135.86,160.16,76.95,792.0,17.946031415771497,5.0,True,2.0,Ao76-2/3c,Ao
E-PAO,http://e-pao.net/GP.asp?src=1..020815.aug15,7389,2015-08-01 00:00:00,between Bongyang and Lokchao along the Imphal-Moreh highway,"Meanwhile, landslides also wreaked havoc in between Bongyang and Lokchao along the Imphal-Moreh highway and Tengnoupal-Sangshak road in Chandel district.",between Bongyang and Lokchao along the Imphal-Moreh highway,landslide,continuous_rain,medium,above_road,0.0,0.0,India,IN,Manipur,30418.0,Kakching,13.14385,94.0644,24.4072,3.7,100.7,118.29,201.72,76.06,1169.0,30.250220321793236,5.0,True,2.0,Ao76-2/3c,Ao
mizoramexpress.com,http://mizoramexpress.com/index.php/2010/09/landslide-hits-aizawl-1-house-destroyed/,2437,2010-09-16 00:00:00,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur","Sep 19, 2010  Meanwhile, Aizawl-Lengpui road remained blocked for the third day because of massive landslide about 3 km away from Lengpui. According to information received from the Engineer in charge, intermittent rainfall and falling of rocks hampered the work.  It is expected to be restored for all types of vehicles tomorrow. Meanwhile the National Highway No. 54 also is blocked by heavy landslide near Rangvamual.","Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Mizoram,265331.0,Aizawl,3.58713,92.694,23.7527,7.76,34.33,58.77,124.61,19.48,788.0,30.34177918841917,5.0,True,2.0,Bd61-2c,Bd
Nagaland Post,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMDE5MQ%3D%3D,9219,2016-07-26 23:00:00,"Zunheboto, Nagaland, India","Incessant heavy downpour since the past few weeks has caused landslides across Zunheboto district.  On July 26 night, the kitchen of one of the employees of Zunheboto Town Council (ZTC) was completely damaged by a retaining wall which fell due to landslide in the area.  On joint verification headed by Head DB, Zunheboto, Toyi and colony GB Vihoto Achumi it was learnt that the property was completely damaged by the landslide.","Zunheboto, Nagaland, India",landslide,downpour,medium,retaining_wall,0.0,0.0,India,IN,Nagaland,29499.0,Zunheboto,4.95159,94.5282,26.0101,1.68,31.23,61.28,139.95,23.43,1706.0,14.964338094507506,5.0,True,2.0,Ao76-2/3c,Ao
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-10-07/guwahati/42793381_1_anil-nagar-heavy-rain-nabin-nagar,5582,2013-10-06 12:45:00,"Batahguli, Guwahati, Assam","Heavy downpour in the last 24 hours paralyzed life in Guwahati and a landslide triggered by the rain claimed the life of an elderly person in the city on Sunday. The rain also dampened the spirit of Durga Puja shopping in the city. Kamrup (Metro) additional deputy commissioner Dhrubajyoti Das said one Man Bahadur Gurung (80) of Batahghuli area in the city died when a rock rolled down the hills and hit Gurung, who was sitting at the foothills. Another landslide occurred on the Nilachal Hill, but no one was injured in the incident.","Batahguli, Guwahati, Assam",landslide,downpour,medium,unknown,1.0,0.0,India,IN,Assam,2000.0,Dispur,3.79782,91.8383,26.1309,62.76,151.09,174.79,248.9,62.76,105.0,8.517835654237123,5.0,True,2.0,Nd2-2b,Nd
Indian Express,http://indianexpress.com/article/india/india-others/mizoram-aizawl-houses-swept-away-graves-damaged-by-rain-and-landslide/,7837,2015-08-27 00:00:00,three graveyards within Aizawl,"The landslides also damaged as many houses and dislodged, and in some cases swept away, about 160 graves in three graveyards within the city.",three graveyards within Aizawl,landslide,downpour,medium,urban,0.0,0.0,India,IN,Mizoram,265331.0,Aizawl,0.90676,92.7265,23.7269,3.73,7.18,36.98,223.35,15.3,864.0,25.896232878736683,5.0,True,2.0,Bd61-2c,Bd
morungexpress,http://www.morungexpress.com/local/51540.html,2042,2010-07-06 00:00:00,"Zunheboto, Nagaland","Dimapur| July 12  : Yet another monsoon season in Nagaland and one has to batter bad roads.    This year’s monsoon has been the worse by far.  The scenario is no different inside the towns. A glimpse is all you need to notice the neglected state of roads in Zunheboto town. A fast growing town with increasing migration, the condition of roads in Zunheboto town is in total despair. The town wears the look of potholes, poor drainage system and shabby road repairs. With monsoon, the roads are a mess and there is not a patch of good road to spare in the main town.","Zunheboto, Nagaland",mudslide,monsoon,medium,unknown,0.0,0.0,India,IN,Nagaland,29499.0,Zunheboto,4.77695,94.5238,26.0093,9.14,35.75,73.22,125.45,17.0,1808.0,20.62758173058563,5.0,True,2.0,Ao76-2/3c,Ao
www.indiatvnews.com,http://www.indiatvnews.com/news/india/people-in-manipur-evacuate-due-to-landslides-volcanic-eruption-fear-baseless-29544.html,5603,2013-10-13 19:30:00,"Tusom, Manipur",Heavy rains have been lashing Tusom village of Ukhrul in Manipur for the past three days which resulted in a massive landslide here. Ukhrul district of Manipur lies close to the Indo-Myanmar border. Villagers immediately evacuated the area fearing volcanic eruptions after the massive landslide here. The mudslide was followed by eruption of black soil from a village hill by which the road linked between the districts headquarter and Tusom have been badly affected. Though this disaster took place on October 13 but it took several days for the villagers to inform the officials. A media team took two days to reach the spot due to disturbed connectivity between local areas. Some local media even wrongly reported the mudslide as volcanic eruptions.,"Tusom, Manipur",mudslide,downpour,medium,unknown,0.0,0.0,India,IN,Manipur,15118.0,Phek,28.57853,94.6024,25.426,0.02,0.04,17.24,60.56,9.39,1332.0,11.959364186636996,5.0,True,2.0,Bh16-2/3c,Bh
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,4382,2012-06-03 00:00:00," between Harangajao and Mailongdisa, Assa,","Torrential rain in the Barail Hill range for the past many days triggered landslides at least five places along the Lumding-Silchar section of Northeast Frontier Railway (NFR) early on Sunday. Authorities have suspended and regulated services of all the trains in this 214-km section until tracks are cleared.   A senior official of NFR here said at around 3am on Sunday, a large amount of soil and mud, boulders and trees came down the Borail Hill on the tracks at five different places in Dima Hasao district. The affected places are between Harangajao and Mailongdisa, Bandarkhal and Chandranathpur, Maibang and Daotohaja, Lower Haflong and Bagetar and between Mahur and Migrendisa."," between Harangajao and Mailongdisa, Assa,",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,39982.0,Hāflong,16.97606,92.8573,25.1175,27.34,76.45,112.95,133.46,27.34,151.0,8.522096262869733,5.0,True,2.0,Ao76-2/3c,Ao
NDTV,http://www.ndtv.com/andhra-pradesh-news/3-killed-in-landslide-in-arunachal-pradesh-781829,7214,2015-07-15 08:00:00,Type-IV Colony of Seppa in East Kameng,"Torrential rains in the past 24 hours have caused heavy landslides in various areas of the district headquarters damaging several houses, roads, culverts, pipelines and electricity poles.  three victims - a couple and their three-year-old son killed on the spot",Type-IV Colony of Seppa in East Kameng,landslide,monsoon,medium,urban,3.0,0.0,India,IN,Arunachal Pradesh,7121.0,Bomdila,61.6633,93.0385,27.36,40.53,70.31,77.28,144.26,40.53,402.0,6.4993257467495305,5.0,True,2.0,Ao80-2bc,Ao
www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MDQ4MQ%3D%3D-gEvw8J4DIOI%3D,5005,2013-07-01 00:00:00,"Walo Ward, Mon Town, Wokha District, Nagaland","Six houses have been damaged by landslide at Walo ward of Mon town. According to an official bulletin, the incident took place on July 1. In order to take note of the situation, the district administration led by deputy commissioner, Mon, Angau I Thou, SDO Civil Mon Sadar, Keyirangding Hgui and DBs visited the affected side and inspected the damaged area on July 2. After interacting with the people, the deputy commissioner announced to release Rs. 5000/- each as an immediate relief to the affected families. ÒIf heavy rain continues, more landslides are likely to occur in the area because there are many cracks in the earth due to unstable soilÓ, added the official bulletin.","Walo Ward, Mon Town, Wokha District, Nagaland",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Nagaland,18742.0,Mon,3.41152,95.029,26.72,14.44,33.33,111.85,167.58,27.52,689.0,8.43238623760218,5.0,True,2.0,Ao76-2/3c,Ao
The Northeast Today,http://thenortheasttoday.com/landslides-damage-houses-graves-in-aizawl/,8223,2015-09-14 03:10:00,"Aizawl, Mizoram, India","Landslides triggered by heavy downpour on Monday night have swept away two houses and damaged 39 graves in Aizawl. In Zemabawk neighbourhood in the eastern periphery of the city, two houses were carried away by landslide which also blocked the national highway 54, connecting Aizawl eastern parts of the state. There were no human casualties as family members of the two buildings managed to flee before the incident that took place around 3:10am this morning. The landslide also buried one maxicab and a truck parked on the roadside.","Aizawl, Mizoram, India",landslide,downpour,large,above_road,0.0,0.0,India,IN,Mizoram,265331.0,Aizawl,0.6548,92.7187,23.7348,13.58,44.56,78.75,137.25,17.41,1038.0,18.14421799352956,5.0,True,3.0,Bd61-2c,Bd
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6285,2014-09-22 00:00:00,VIP Road,A portion of VIP Road was blocked due to landslide,VIP Road,landslide,rain,small,above_road,0.0,0.0,India,IN,Assam,2000.0,Dispur,3.10164,91.8178,26.159,126.76,191.59,231.7,266.59,126.76,61.0,6.774041654801501,5.0,True,1.0,Af48-2ab,Af
Hindu,https://web.archive.org/web/20110722180056/http://www.thehindu.com/news/states/other-states/article2276615.ece,3794,2011-07-17 00:00:00,West Bengal-Sikkim at highway Rambi,"The ongoing monsoons have once again started to take its toll along NH-31A, with various places along the West Bengal-Sikkim highway being blocked because of landslides, police said.  After closing down the highway for over 12 hours at Rambi in the West Bengal side on June 17, the rains have once again disrupted traffic along the highway since Tuesday.  “The highway is blocked at a place around 200 meters from Teesta Bridge towards Siliguri. The spot which is near the Shiv Mandir at the infamous Likhey Bhir is informed to have lost a section of the road due to heavy rains,” Janmukti Chalak Mahasangh’s (JCM) president Milan Pradhan said.  The section of the road broke down at around mid-night on Tuesday after which traffic came to a standstill with vehicles on either side returning back to their destinations or taking alternative routes via Darjeeling, Kurseong or Mirik, police said.  Drivers are also taking the route via Kalimpong-Lava-Gurubathan and Damdim and entering Siliguri throug",West Bengal-Sikkim at highway Rambi,landslide,rain,medium,above_road,0.0,0.0,India,IN,Sikkim,3596.0,Jorethang,4.44389,88.42280921,26.99195749,6.33,24.99,77.76,172.28,18.98,268.0,25.893203347040103,5.0,True,2.0,Rd29-1a,Rd
morungexpress,http://www.morungexpress.com/local/56264.html,2567,2010-10-08 00:00:00,"Phek, Manipur","Also in Phek, due to incessant rains over the last few weeks apart from the paddy fields, landslides/mudslides occurred at different places of the district head quarter town leading to the damage of houses and properties of the denizens. Several parts of the town face dangerous apprehensions if the rains continue in the same manner. The natural calamity scheme which prove futile to the genuine applicants for the last few years reminds the public leaders of the aggrieved farmers. ","Phek, Manipur",complex,downpour,medium,unknown,0.0,0.0,India,IN,Manipur,15118.0,Phek,3.00511,94.4703,25.6633,52.1,92.98,96.35,126.23,52.1,1447.0,8.21793936850887,5.0,True,2.0,Ao76-2/3c,Ao
Indian Express,http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/,8995,2016-07-14 00:00:00,"Noonmati Nijarapar area of the city, Guwahati, Assam, India","Trigger is most likely monsoon since this incident occurred during monsoon season.Two persons, including a girl, were killed in landslides in Assam on Thursday. In Noonmati Nijarapar area of the city, a class IV girl student was buried in another landslide which came crashing on her house.","Noonmati Nijarapar area of the city, Guwahati, Assam, India",landslide,monsoon,small,unknown,1.0,0.0,India,IN,Assam,899094.0,Guwahati,6.2948,91.8074,26.1963,7.89,16.48,48.2,189.46,11.26,172.0,12.858314085836204,5.0,True,1.0,Ao79-a,Ao
