source_name,source_link,event_id,event_date,event_title,event_description,location_description,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,max_rainfall_7d,elevation_m,slope_deg,location_accuracy_km,is_rain_triggered,landslide_size_encoded,FAOSOIL,DOMSOI
inewsone,http://www.inewsone.com/2011/08/12/iaf-airdrops-food-to-marooned-in-arunachal/68478,3912,2011-08-12 00:00:00,East Kameng district in Arunachal Pradesh bordering China,"Shillong, Aug 12 (IANS) Indian Air Force helicopters Friday airdropped food packets to thousands of marooned people in the East Kameng district in Arunachal Pradesh bordering China.  People residing in the East Kameng district were cut-off from the mainland due to disruption in road communication after landslides that followed incessant rains in the region.  ‘We have airdropped emergency rations in several areas where people were facing critical shortages of food supplies in the district,’ IAF spokesman Ranjeeb Sahoo said.  The Arunachal Pradesh government had requisitioned IAF helicopters to drop emergency rations at Seppa, Chyangtajo, Bameng and Khanewa where people faced critical shortage of food supplies.  Sahoo said IAF helicopters from units under the Eastern Air Command were activated from Tezpur, Guwahati, Kumbhigram and Mohanbari to undertake the mission.  Relief operations continue in full swing and about five tonnes of supplies have been air lifted to the affected areas so f",East Kameng district in Arunachal Pradesh bordering China,landslide,rain,medium,unknown,0.0,0.0,India,IN,Arunachal Pradesh,7121.0,Bomdila,23.93526,92.2833,27.44,6.41,9.64,28.55,79.75,13.03,2613.0,1.0437789193849585,50.0,True,2.0,Ao80-2bc,Ao
e-pao.net,http://e-pao.net/GP.asp?src=9..070909.sep09,1129,2009-08-30 00:00:00,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur","Following heavy landslide on the road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, several villages have been cut off from the outside world for the last seven days. Eight villages are situated along the 8 km stretch of road between Gammom and Chamu, which is near the Indo-Myanmar border, around 123 kms from the district headquarters.","Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Manipur,8797.0,Yairipok,42.70454,94.4182,24.8628,4.61,5.06,15.64,71.05,4.9,910.0,36.03357894696324,50.0,True,2.0,Bh16-2/3c,Bh
e-pao.net,http://e-pao.net/GP.asp?src=16..070711.jul11,3738,2011-07-06 00:00:00,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)","Imphal, July 06 2011: In a tragic incident of nature taking toll on human, a massive landslides along NH 53 today killed six personnel of Indian Reserved Battalion (IRB) and Manipur Rifles even as seven personnel were critically injured.  According to police report, the convoy led by AC 2nd IRB S Ingo was heading to Jiribam district headquarters to escort loaded freight trucks and oil tankers.  They had just reach Sinam Khul near Kotlen about 25 km from Imphal when the landslide struck them hit the bus in which they were travelling.  The bus was travelling with five commando teams and some personnel on other vehicles as Road Opening Party (ROP) .  The six ill fated personnel who were killed in the tragic accident were Havildar Yaima of 5th IRB, rifleman Diamond of 5th MR, rifleman Surchandra of 5th MR, rifleman Maradona of 6th IRB, rifleman Lakshman of 8th MR and rifleman Nasir Khan of 2nd MR.The injured personnel were 1st MR rifleman T Sandang Maring (31), 3rd IRB personnel Takhellamb","National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",landslide,downpour,medium,unknown,6.0,0.0,India,IN,Manipur,223523.0,Imphal,0.44836,93.9482,24.8063,2.82,30.15,52.12,168.46,19.61,780.0,1.3781307546716215,50.0,True,2.0,Ao76-2/3c,Ao
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-04/guwahati/32536229_1_massive-landslides-landslide-hit-road-blockade,4436,2012-06-25 00:00:00,"Khonsa, Arunachal Pradesh","Road communication between Khonsa, the district headquarters, and Lazu, an administrative post situated on the Myanmar border, about 40km from Khonsa, has remained cut off for the past three days following massive landslides triggered by rain at Pongkong village along the Khonsa-Lazu road.","Khonsa, Arunachal Pradesh",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Arunachal Pradesh,10187.0,Khonsa,6.97928,95.4993,26.9986,36.02,76.5,135.79,244.84,36.02,641.0,31.568430941138818,50.0,True,2.0,Ao76-2/3c,Ao
indianexpress,http://www.indianexpress.com/news/N-E-border-dist-cut-off-by-landslides--runs-out-of-supplies/627610,1930,2010-05-31 00:00:00,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ","Its only link to the outside world, the Anini-Roing road, having been hit by landslides at several places, Dibang Valley district in eastern Arunachal Pradesh has remained cut off from the rest of the world for more than six weeks now. The district shares 200 km of international border with China.   Heavy rains and landslides have caused extensive damage to the two micro hydel projects in the district at Hawapani and Chini-Afra, both having an installed capacity of 50 KW each. “We are in total darkness as our stock of diesel to run generators have also exhausted,” Jempen informed. With roads to other parts of the district also cut off, there has been no link between Anini and other towns like Aruzo, Italin, Anelih, Mipi and Malini. Assam's flood-prone Lakhimpur district was on Monday hit by the third wave of floods following heavy rainfall in the foothills of the Himalayas in Arunachal Pradesh affecting more than 25,000 people. The rising waters of Ranganadi and Singora rivers, tributa","Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Arunachal Pradesh,14927.0,Tezu,62.40501,95.8776,28.4298,10.46,13.68,31.61,94.62,10.91,516.0,15.81679952401605,50.0,True,2.0,I-Af-Bd-2c,I
The Statesmen,http://www.thestatesman.com/news/northeast/27-graves-damaged-in-mizoram-landslide/70263.html,6963,2015-06-19 00:00:00,"Muanna locality, Mizoram",At least 27 graves of a cemetery were damaged in rain-triggered landslide,"Muanna locality, Mizoram",landslide,rain,medium,natural_slope,0.0,0.0,India,IN,Mizoram,265331.0,Aizawl,2.55543,92.7362,23.7131,4.32,6.93,47.01,130.7,15.68,893.0,22.497546016791755,50.0,True,2.0,Bd61-2c,Bd
e-pao.net,http://e-pao.net/GP.asp?src=3..100610.jun10,1954,2010-06-07 00:00:00,"Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur","The Ministerial team led by Works Minister K Rajit, along with 450 loaded trucks carrying different commodities, arrived at Imphal after over-coming landslides in different parts of the National Highway 53 .  The team returned after inspecting the condition of National Highway 53.The team accompanied 850 loaded trucks which were stranded at different places on the highway due to landslides at Irang and different portions.  The Ministerial team left Jiribam in this morning on their return journey to Imphal with the loaded trucks stranded at Barak and Makru respectively. As per media report landslides triggered by heavy rains on 8th June 2010 along NH-53 at Irang, Awang Khul and at a spot located about 4 kms from Noney, near Irang, Manipur have suspended traffic along the highway. Around 50 mm rainfall was recorded at Imphal.","Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur",landslide,rain,medium,unknown,0.0,0.0,India,IN,Manipur,17103.0,Moirāng,39.73504,93.5039,24.7543,7.71,43.91,88.84,166.03,23.93,403.0,16.099431076325118,50.0,True,2.0,Bh16-2/3c,Bh
isikkim.com,http://isikkim.com/2012-06-landslides-disrupt-surface-communication-in-arunachal-pradesh-05-9/,4378,2012-06-02 00:00:00,"Arunachal Pradesh, Dibang,","In Arunachal Pradesh, heavy landslides caused by torrential rain has disrupted surface communication between Dibang and Lower Diwang Valley districts. Since last three days there is no communication between Anini and Roing, the headquarters of both the districts. This is due to blockade at several points along the road caused by heavy downpour, officials said here today.","Arunachal Pradesh, Dibang,",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Arunachal Pradesh,0.0,Motuo,98.40115,96.1517,28.8254,4.69,12.46,14.98,25.87,5.6,3607.0,22.241130168890972,50.0,True,2.0,I-Af-Bd-2c,I
E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,7371,2015-08-01 00:00:00,near S Lamphei Lamkhai and Sehlon village,landslide near S Lamphei Lamkhai and Sehlon village had taken place,near S Lamphei Lamkhai and Sehlon village,landslide,continuous_rain,medium,unknown,0.0,0.0,India,IN,Manipur,44540.0,Mawlaik,52.61612,94.0573,23.9939,5.31,82.66,101.37,180.8,60.55,976.0,12.803323355556538,50.0,True,2.0,Bh16-2/3c,Bh
morungexpress,http://www.morungexpress.com/frontpage/1984.html,731,2008-08-19 00:00:00,"Akuk village, Wokha District, Nagaland",mudslide occurred in afternoon when men were paving a road between Mekokla village and Sanis town,"Akuk village, Wokha District, Nagaland",mudslide,downpour,medium,unknown,4.0,0.0,India,IN,Nagaland,54010.0,Wokha,4.59727,94.25,26.138,29.74,62.14,110.29,165.67,29.74,1013.0,12.074502330273894,50.0,True,2.0,Ao76-2/3c,Ao
sciencythoughts.blogspot.com,http://sciencythoughts.blogspot.com/2013/09/family-of-five-killed-by-landslide-in.html,5429,2013-09-01 18:00:00,Tamabong Village In Sikkim State,"A family of five were all killed by a landslide that struck their home in Tamabong village in Sikkim State, northeast India, on the evening of Sunday 1 September 2013. The incident reportedly happened following heavy rains; landslides are a common problem after severe weather events, as excess pore water pressure can overcome cohesion in soil and sediments, allowing them to flow like liquids",Tamabong Village In Sikkim State,landslide,downpour,medium,unknown,5.0,0.0,India,IN,Sikkim,1147.0,Namchi,23.35047,88.2426,27.3425,4.12,12.85,49.72,86.59,16.14,1384.0,28.364376855574704,50.0,True,2.0,Bd32-2bc,Bd
thehindu,http://www.thehindu.com/news/national/article3537166.ece,4403,2012-06-10 00:00:00,"Imphal-Jiribam section of NH-37 , Manipur","Normal vehicular movement along Imphal-Jiribam section of NH-37 (former NH-53) has been disturbed Friday due to landslides at various places along the stretch of the highway in Tamenglong district.  Heavy rains in Tamenglong district of the state in the last few days has caused landslides last night, authorities said, adding that BRTF have pressed their workers to open the highway at the earliest.","Imphal-Jiribam section of NH-37 , Manipur",landslide,downpour,very_large,unknown,0.0,0.0,India,IN,Manipur,223523.0,Imphal,40.42735,93.5444,24.8142,5.93,7.31,42.21,128.43,20.18,519.0,34.77802218832971,50.0,True,,Bh16-2/3c,Bh
Telegraph India,http://www.telegraphindia.com/1080521/jsp/northeast/story_9297276.jsp,545,2008-05-20 00:00:00,"A Cachar District village, near village of Srinager, Assam",villagers were cutting soil/earth for a road,"A Cachar District village, near village of Srinager, Assam",mudslide,mining,medium,unknown,5.0,0.0,India,IN,Assam,152393.0,Silchar,17.99274,92.8411,24.9849,5.6,22.56,69.88,83.69,23.36,262.0,19.51816573573522,50.0,False,2.0,Ge53-3a,Ge
zeenews.india,http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html,4407,2012-06-13 00:00:00,"NH44, Malidhor area,  Baleswar","Road communication between Guwahati and Silchar has been disrupted following landslides due to heavy rainfall at five places, official sources said here on Wednesday.  Landslides occurred at five places between Malidhor and Kuliang area at Baleswar near Meghalaya on NH 44 since last evening due to which vehicles, including night buses, were stranded.","NH44, Malidhor area,  Baleswar",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,55290.0,Karīmganj,25.02475,92.3567,25.0951,38.73,97.96,142.77,342.0,41.42,233.0,23.072954772058488,50.0,True,2.0,Ge53-3a,Ge
kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39218&typeid=2,247,2007-09-08 00:00:00,"Lower Shajouba village near Tadubi along NH 39, Manipur","occurred along NH 39, unsure of exact location","Lower Shajouba village near Tadubi along NH 39, Manipur",landslide,rain,medium,unknown,0.0,0.0,India,IN,Manipur,223523.0,Imphal,28.2961,93.9877,25.0604,19.36,74.29,123.8,144.19,39.69,1519.0,37.35514278400912,50.0,True,2.0,Ao76-2/3c,Ao
NELive,http://www.nelive.in/arunachal-pradesh/news/landslide-disrupts-road-communication-between-aalo-and-pangin,9087,2016-07-19 00:00:00,"5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India","(Location along road estimated. Landslide may have occured a couple days before June 19, 2016). Landslides triggered by torrential rains over the past few days blocked the road at 5 km off Sangam point on Aalo- Pangin road causing a total disruption in road communication.  According to official sources, men and machineries were pressed into service on Tuesday to clear the debris but without any progress as the landowners were obstructing the works demanding compensation.  Meanwhile, Siang Deputy Commissioner Rahul Singh along with ADC and EAC Pangin visited the landslide-hit area on Tuesday to assess the extent of damage.  He interacted with TK Engineering officials and asked them to put more men and machineries to carryout the restoration work.","5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",landslide,downpour,medium,above_road,0.0,0.0,India,IN,Arunachal Pradesh,18425.0,Along,17.3564,94.9612,28.235,14.48,89.14,199.95,260.38,40.3,312.0,43.508931111637935,50.0,True,2.0,Ao80-2bc,Ao
neinews,http://www.neinews.com/girl-dies-5-injured-in-city-l2-missing-trucks-trapped-in-borsora.html,2026,2010-06-28 00:00:00,"Borsorsa(?), West Khasi Hills, Meghalaya","Two missing, trucks under mud: The heavy downpour on Monday also caused heavy landslides at Borsorsa, West Khasi Hills, our Nongstoin Correspondent reports. 12 trucks and ten houses were swallowed by the mud and two persons were found missing. Some of the trucks have been recovered while some others are still trapped in the hill of mud. Authorities said the rescue operation was still on and actual report of the casualties is not yet clear.","Borsorsa(?), West Khasi Hills, Meghalaya",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Meghalaya,25758.0,Nongstoin,2.70765,91.2698,25.4916,47.18,124.26,152.18,243.7,51.72,1493.0,11.383724956082276,50.0,True,2.0,Ao75-2b,Ao
Newkerala,http://www.newkerala.com/oct.php?action=fullnews&id=7498,285,2007-09-29 00:00:00,"National Highway, 45 Aizwal (Mizoram)","unsure of exact day, landslides blocked road somewhere in province","National Highway, 45 Aizwal (Mizoram)",landslide,rain,medium,unknown,0.0,0.0,India,IN,Mizoram,25000.0,Kolasib,10.56357,92.6921,24.1293,4.42,4.61,5.81,11.45,4.42,822.0,12.81474088364528,50.0,True,2.0,Bd61-2c,Bd
Sikkim times.com,http://sikkimnews.blogspot.com/,251,2007-09-09 00:00:00,Hingdam village in South Sikkim,"many people displaced, houses damaged",Hingdam village in South Sikkim,landslide,rain,medium,unknown,1.0,0.0,India,IN,Sikkim,1147.0,Namchi,1.61449,88.35,27.1667,4.33,53.08,140.42,194.55,42.18,1154.0,24.48993370133901,50.0,True,2.0,Rd29-1a,Rd
indianexpress,http://www.indianexpress.com/news/landslides-cut-off-arunachal-districts-iaf-to-the-rescue/833599/,3925,2011-08-15 00:00:00,"East Kameng, Arunachal Pradesh","landslides triggered off by heavy rain cutting off road communication in several districts of Arunachal Pradesh The situation has been particularly cut off in the East Kameng district in western Arunachal Pradesh, where incessant rains have played havoc with people's lives, washing away roads and disrupting power supply","East Kameng, Arunachal Pradesh",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Arunachal Pradesh,7121.0,Bomdila,63.47818,93.0153,27.4888,42.1,67.64,79.22,144.29,42.1,540.0,28.976817364678165,50.0,True,2.0,Ao80-2bc,Ao
thestatesman.net,http://www.thestatesman.net/page.arcview.php?clid=10&id=198313&usrsess=1,269,2007-09-18 00:00:00,Geyzing-Jorethang road and Naya Bazar-Legship road,along multiple roads in province,Geyzing-Jorethang road and Naya Bazar-Legship road,landslide,rain,medium,unknown,0.0,0.0,India,IN,Sikkim,1147.0,Namchi,16.10912,88.2816,27.2872,2.0,5.16,51.6,123.88,16.42,572.0,20.504325237480952,50.0,True,2.0,Bd32-2bc,Bd
